Our ID,Our Item Type,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,URL,Abstract Note,Date,Pages,Num Pages,Issue,Volume,Publisher,Place,Language,Type,Our Sorting Date,Our Note
229,includedItem,journalArticle,2011,"Lavretsky, H.;Alstein, L.l.;Olmstead, R.e.;Ercoli, L.m.;Riparetti-Brown, M.;Cyr, N.s.;Irwin, M.r.",Complementary use of Tai Chi Chih augments escitalopram treatment of geriatric depression: A randomized controlled trial,American Journal of Geriatric Psychiatry,15457214,10.1097/JGP.0b013e31820ee9ef,http://www.library.illinois.edu/proxy/go.php?url=http://search.ebscohost.com/login.aspx?direct=true&db=edselc&AN=edselc.2-52.0-80053226939&site=eds-live&scope=site,,2011-10,839-850,,10,19,,,en,,10/1/2011,
230,includedItem,journalArticle,2011,"Rickhi, Badri;Moritz, Sabine;Reesal, Robin;Xu, Tracy Jing;Paccagnan, Patti;Urbanska, Barbara;Liu, Ming Fu;Ewing, Helen;Toews, John;Gordon, James;Quan, Hude",A spirituality teaching program for depression: a randomized controlled trial,International Journal of Psychiatry in Medicine,0091-2174,10.2190/PM.42.3.f,,"OBJECTIVE: This randomized controlled trial assessed the efficacy of a Spirituality Teaching Program to treat unipolar major depression. METHOD: A randomized controlled, assessor blinded trial design was used. A total of 84 individuals aged 18 years or older with unipolar major depression of mild to moderate severity were recruited in Calgary, Canada and randomized to two study arms: 1) Spirituality Teaching Program Group (8 week, home-based Spirituality Teaching Program); and 2) Waitlist Control Group (no intervention followed by Spirituality Teaching Program starting at week 9). Outcome measures (depression severity, response rate, remission rate) were assessed at baseline, 8, 16, and 24 weeks using the Hamilton Depression Rating Scale (HAM-D). RESULTS: The two trial groups were similar in their demographic and disease characteristics at baseline. At the 8-week point, the change in depression severity was significantly different between the two groups (change in HAM-D score: 8.5 for the Spirituality Group and 2.3 for the Waitlist Control Group, p < 0.001). The Spirituality Teaching Program Group had significantly higher response (36% vs. 4.4%, p < 0.001) and remission rates (31% vs. 4.4%, p < 0.001) than the Waitlist Control Group. The benefits remained throughout the observation period for the Spirituality Teaching Program Group participants with response rates of 56.4% at 16 weeks and 58.9% at 24 weeks. CONCLUSION: The Spirituality Program significantly reduced depression severity and increased response and remission rates. This non-drug treatment program should be investigated further as a treatment option for depression.",10/1/2011,315-329,,3,42,,,en,,10/1/2011,
231,includedItem,journalArticle,2011,"Schuch, F. B.;Vasconcelos-Moreno, M. P.;Borowsky, C.;Fleck, M. P.",Exercise and severe depression: Preliminary results of an add-on study,Journal of Affective Disorders,0165-0327,10.1016/j.jad.2011.04.030,http://www.sciencedirect.com/science/article/pii/S0165032711001972,"Background Physical exercise has been extensively researched as a therapeutic option for treatment of major depression. Methods In a randomized controlled trial, we analyze the effects of aerobic physical exercise as an add-on strategy for treatment of severe depressed inpatients. The exercise has a “Dose” of 16.5kcal/kg/week, three times a week during all the hospitalization. Results Our preliminary results show that there is no significant difference in scores of Hamilton in the second week between groups (Mean[SD]=8.2[5.96]×11.18[5.03], p=0.192). However, there is a significant reduction in Hamilton scores of patients in exercise group at discharge (Mean[SD]=5.93[4.46]×9.45[3.56], p=0.041). Regarding Quality of Life (QoL), no significant difference were found between groups in the second week in physical domain (Mean[SD]=56.98[8.96]×54.54[9.18], p=0.511) and psychological domain (Mean[SD]=50.88[13.88]×42.04[12.42], p=0.106). However, there is a significant difference in psychological domain (Mean[SD]=55.88[9.92] v 41.66[13.04], p=0.004) and a trend but no statistical significance in the physical (Mean[SD]=58.80[9.14]×52.12[8.70], p=0.07) at discharge. Limitations Many patients receive different treatment strategies, like ECT (1 patient at exercise group×3 at control group). Other limitation is the small number of participants included until this moment. Conclusion Our preliminary results suggest that physical exercise could be a feasible and effective add-on strategy for treatment of severe depressed inpatients, improving their depressive symptoms and QoL.",10/1/2011,615-618,,3,133,,,en,,10/1/2011,
232,includedItem,journalArticle,2011,"Toups, Marisa S. P.;Greer, Tracy L.;Kurian, Benji T.;Grannemann, Bruce D.;Carmody, Thomas J.;Huebinger, Ryan;Rethorst, Chad;Trivedi, Madhukar H.",Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Journal of Psychiatric Research,0022-3956,10.1016/j.jpsychires.2011.05.002,http://www.sciencedirect.com/science/article/pii/S0022395611000987,"Background Brain Derived Neurotrophic Factor (BDNF) has potential as a biomarker of depression treatment because serum BDNF in depressed human subjects is decreased and normalizes with treatment. The relationship between serum BDNF and exercise treatment of depression is not known. The Treatment with Exercise Augmentation for Depression (TREAD) study examined dosed exercise augmentation treatment of partial responders to antidepressants. Serum BDNF in TREAD subjects was analyzed to understand its relationship with exercise training. Methods Subjects were randomized to high (16 kcal/kg/week or KKW) or low (4 KKW) energy expenditure exercise over 12 weeks. Actual kcal/week expended and IDS-C scores were collected weekly. One hundred four subjects in TREAD provided baseline blood samples; a subset of 70 subjects also provided week 12 samples. Serum BDNF was determined using ELISA. Correlations were examined between change in BDNF and 1) mean kcal/week expended, and 2) change in IDS-C score. Mixed-effects ANOVA examined the effect of baseline BDNF on outcome. Results Resting serum BDNF was stable and did not correlate with energy expenditure (p = 0.15) or IDS-C improvement (p = 0.89). Subjects entering the study with higher BDNF improved more rapidly on the IDS-C (p = 0.003). Limitations Serum may not be the most sensitive blood fraction in which to measure BDNF change. Pre-treatment with medication may mask exercise effect on BDNF. Conclusions These results suggest that change in serum BDNF does not reflect efficacy of exercise augmentation treatment of MDD. Instead BDNF may function as an augmentation moderator. Pre-treatments that raise BDNF may improve the efficacy of exercise treatment of MDD.",10/1/2011,1301-1306,,10,45,,,en,,10/1/2011,
233,includedItem,journalArticle,2011,"Lucas, Michel;Mekary, Rania;Pan, An;Mirzaei, Fariba;O’Reilly, Éilis J.;Willett, Walter C.;Koenen, Karestan;Okereke, Olivia I.;Ascherio, Alberto",Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,American Journal of Epidemiology,0002-9262,10.1093/aje/kwr218,https://doi.org/10.1093/aje/kwr218,"Although physical activity (PA) has been inversely associated with depressive symptoms, it is not clear whether regular PA and television watching are associated with clinical depression risk. The authors conducted a prospective analysis involving 49,821 US women from the Nurses’ Health Study who were free from depressive symptoms at baseline (1996). Information on PA was obtained from validated questionnaires completed in 1992, 1994, 1996, 1998, and 2000; analyses were conducted using the cumulative average of PA (minutes/day) with a 2-year latency period applied. Participants were asked about television-watching habits in 1992. Cox proportional hazards regression models adjusted for multiple risk factors were used to estimate relative risks of clinical depression (self-reported physician-diagnosed depression or use of antidepressants). During 10 years of follow-up (1996–2006), 6,505 incident cases of depression were documented. Higher levels of PA were associated with lower depression risk. The multivariate relative risk comparing the highest level of PA (≥90 minutes/day) with the lowest (&lt;10 minutes/day) was 0.80 (95% confidence interval: 0.70, 0.92; Ptrend &lt; 0.001). In contrast, the risk of depression increased with increasing television-watching time. The multivariate relative risk comparing women who spent 21 hours/week or more watching television with those who spent 0–1 hour/week was 1.13 (95% confidence interval: 1.00, 1.27; Ptrend = 0.01). Analyses simultaneously considering PA and television watching suggested that both contributed independently to depression risk.",11/1/2011,1017-1027,,9,174,,,,,11/1/2011,
234,includedItem,journalArticle,2011,"Sparrow, David;Gottlieb, Daniel J.;DeMolles, Deborah;Fielding, Roger A.",Increases in muscle strength and balance using a resistance training program administered via a telecommunications system in older adults,The Journals of Gerontology: Series A,1079-5006,10.1093/gerona/glr138,https://doi.org/10.1093/gerona/glr138,"Resistance training programs have been found to improve muscle strength, physical function, and depressive symptoms in middle-aged and older adults. These programs have typically been provided in clinical facilities, health clubs, and senior centers, which may be inconvenient and/or cost prohibitive for some older adults. The purpose of this study was to investigate the effectiveness of an automated telemedicine intervention that provides real-time guidance and monitoring of resistance training in the home.A randomized clinical trial in 103 middle-aged or older participants. Participants were assigned to use of a theory-driven interactive voice response system designed to promote resistance training (Telephone-Linked Computer-based Long-term Interactive Fitness Trainer; n = 52) or to an attention control (n = 51) for a period of 12 months. Measurements of muscle strength, balance, walk distance, and mood were obtained at baseline, 3, 6, and 12 months.We observed increased strength, improved balance, and fewer depressive symptoms in the intervention group than in the control group. Using generalized estimating equations modeling, group differences were statistically significant for knee flexion strength (p = .035), single-leg stance time (p = .029), and Beck Depression Inventory (p = .030).This computer-based telecommunications exercise intervention led to improvements in participants’ strength, balance, and depressive symptoms. Because of their low cost and easy accessibility, computer-based interventions may be a cost-effective way of promoting exercise in the home.",11/1/2011,1251-1257,,11,66A,,,,,11/1/2011,
235,includedItem,journalArticle,2011,"ten Have, Margreet;de Graaf, Ron;Monshouwer, Karin",Physical exercise in adults and mental health status: Findings from the Netherlands Mental Health Survey and Incidence Study (NEMESIS),Journal of Psychosomatic Research,0022-3999,10.1016/j.jpsychores.2011.04.001,http://www.sciencedirect.com/science/article/pii/S0022399911001127,"Objective To establish associations between physical exercise during leisure time and prevalence, incidence and course of mental disorders. Method Data were derived from the Netherlands Mental Health Survey and Incidence Study, a 3-wave cohort study in a representative sample (N=7,076) of Dutch adults. Mental disorders were assessed with the Composite International Diagnostic Interview. Physical activity was established by the number of hours per week people spent on taking physical exercise. Results Physical exercise was negatively associated with presence and first-onset of mood and anxiety disorders after adjustment for confounders. Evidence for a dose–response relationship between exercise levels and mental health was not found. Among those with mental disorder at baseline, exercise participants were more likely to recover from their illness (OR=1.47) compared to their counterparts who did not take exercise. Conclusion Physical exercise is beneficial to mental health, but it remains uncertain whether this association truly reflects a causal effect of exercise.",11/1/2011,342-348,,5,71,,,en,,11/1/2011,
236,includedItem,journalArticle,2011,"Herring, Matthew P.;Jacob, Marni L.;Suveg, Cynthia;O’Connor, Patrick J.",Effects of short-term exercise training on signs and symptoms of generalized anxiety disorder,Mental Health and Physical Activity,1755-2966,10.1016/j.mhpa.2011.07.002,http://www.sciencedirect.com/science/article/pii/S1755296611000305,"Background No randomized controlled trial has investigated exercise training effects on signs and symptoms that characterize patients with Generalized Anxiety Disorder (GAD). Objectives To quantify and compare the effects of six weeks of resistance (RET) and aerobic exercise training (AET) on signs and symptoms associated with GAD. Methods Thirty sedentary women, aged 18–37 years, diagnosed by blinded clinicians with a primary DSM-IV diagnosis of GAD, who were not engaged in treatment other than pharmacotherapy, were randomized to six weeks of RET, AET, or wait list (WL). RET involved two weekly sessions of lower-body weightlifting. AET involved two weekly sessions of leg cycling matched with RET on body region, positive work, exercise time, and load progression. Outcomes included concentration difficulty, trait anxiety, symptoms of depression, tension, low vigor, fatigue and confusion, irritability, muscle tension, and pain location and intensity. Hedges’ d effect sizes and 95% confidence intervals were calculated at weeks two, four, and six for each exercise condition compared to WL. Results RET significantly reduced feelings of anxiety-tension and the frequency and intensity of irritability. RET also resulted in six-week Hedges’ d effect sizes ≥0.36 for trait anxiety, concentration, symptoms of depression, fatigue and vigor, and pain intensity. AET resulted in comparable improvements in trait anxiety, concentration, irritability, muscle tension, and symptoms of fatigue and vigor. Effects for 9 of 12 outcomes were non-significantly larger for RET compared to AET. Conclusions Short-term RET and AET provoke comparable improvements in signs and symptoms associated with GAD, particularly irritability, anxiety, low vigor and pain. Findings warrant further investigation. Clinical trial registration (ClinicalTrials.gov) Identifier: NCT00953654.",12/1/2011,71-77,,2,4,,,en,,12/1/2011,
237,includedItem,journalArticle,2011,"Mohammadi, M. ( 1,2 )",A study and comparison of the effect of team sports (soccer and volleyball) and individual sports (table tennis and badminton) on depression among high school students,Australian Journal of Basic and Applied Sciences,19918178,,http://www.library.illinois.edu/proxy/go.php?url=http://search.ebscohost.com/login.aspx?direct=true&db=edselc&AN=edselc.2-52.0-84856437179&site=eds-live&scope=site,,2011-12,1005-1011,,12,5,,,en,,12/1/2011,
238,includedItem,journalArticle,2012,"Hemat-Far, Ahmad;Shahsavari, Ahmad;Mousavi, Sayed Roholla",Effects of selected aerobic exercises on the depression and concentrations of plasma serotonin in the depressed female students aged 18 to 25,The Journal of Applied Research,,,,"The aim of this study was to investigate rates of depression and plasma serotonin concentration in depressed female students as affected by eight weeks aerobic exercises. 20 female students with moderate levels of depression were selected by using Beck Depression Inventory (BDI), and divided into two experimental and control groups randomly. At the beginning measurement of plasma serotonin concentration was done of the subjects, and then the experiment group were affected by aerobic exercises (periodic) with 65-60% of maximum heart rate (HRmax) for eight weeks (three sessions per week). Study variables were measured 96 hours after the last exercises session. Results showed that levels of depression significantly decreased in experimental group. There was no significant difference between the two groups in terms of plasma serotonin concentration. Moreover significant relationship between plasma serotonin and depression were observed in both groups.",2012-01,47-52,,1,12,,,en,,1/1/2012,
239,includedItem,journalArticle,2012,"Khalsa, Sat Bir S.;Hickey-Schultz, Lynn;Cohen, Deborah;Steiner, Naomi;Cope, Stephen",Evaluation of the mental health benefits of yoga in a secondary school: a preliminary randomized controlled trial,The Journal of Behavioral Health Services & Research,"1094-3412, 1556-3308",10.1007/s11414-011-9249-8,http://link.springer.com/10.1007/s11414-011-9249-8,"The goal of this study was to evaluate potential mental health beneﬁts of yoga for adolescents in secondary school. Students were randomly assigned to either regular physical education classes or to 11 weeks of yoga sessions based upon the Yoga Ed program over a single semester. Students completed baseline and end-program self-report measures of mood, anxiety, perceived stress, resilience, and other mental health variables. Independent evaluation of individual outcome measures revealed that yoga participants showed statistically signiﬁcant differences over time relative to controls on measures of anger control and fatigue/inertia. Most outcome measures exhibited a pattern of worsening in the control group over time, whereas changes in the yoga group over time were either minimal or showed slight improvements. These preliminary results suggest that implementation of yoga is acceptable and feasible in a secondary school setting and has the potential of playing a protective or preventive role in maintaining mental health.",2012-01,80-90,,1,39,,,en,,1/1/2012,
240,includedItem,journalArticle,2012,"Putiri, Amy L.;Gillham, Sara;Ryan Bradley, N. D.",Psychological effects of Yi Ren Medical Qigong and progressive resistance training in adults with type 2 diabetes mellitus: a randomized controlled pilot study,Alternative therapies in health and medicine,,,,"Background • Previous studies suggest that qigong therapy has physiological benefits for adults with type 2 diabetes; however, information about the psychological benefits of qigong therapy in this population is limited. Objective • The objective of this research project was to iden- tify psychological responses to qigong vs control interventions in adults with type 2 diabetes. Design • The research team designed a randomized, con- trolled, three-arm clinical trial comparing 12 weeks of Yi Ren Medical Qigong (YRMQ ), progressive resistance training (PRT), and standard care. Setting • The study was performed at Bastyr University Research Institute, kenmore, Washington. Participants • Participants were 13 men and 19 women (N = 32) with diagnosed type 2 diabetes, a mean age of 56.3 ± 8.1 (standard deviation) years, glycated hemoglobin > 7.5%, and fasting blood glucose > 7 mmol/dL (126 mg/dL). Intervention • For 12 weeks, participants in the YRMQ and PRT group attended a 1-hour weekly group session that a certi- fied instructor led and were instructed to practice at least twice a week for 30 minutes. Primary Outcome Measures • The research team used the Perceived Stress Scale and the Beck Depression Inventory scores to analyze the data. Results • YRMQ decreased perceived-stress scores by 29.3% (P < .05) and depression scores by 14.3% (not significant [NS]). The active control group, PRT, also decreased stress scores by 18.6% (NS) and decreased depression scores by 50% (P < .03). Stress and depression measures remained unchanged in the standard care group. Conclusion • YRMQ and PRT may be beneficial in reducing perceived stress and improving depression in patients with type 2 diabetes, although verification of the clinical significance of these findings requires a longer study with a larger sample size. (Altern Ther Health Med. 2012;18(1)30-34.)",2012-01,30-34,,1,18,,,,,1/1/2012,
241,includedItem,journalArticle,2012,"Zanuso, Silvano;Sieverdes, John C.;Smith, Nicholas;Carraro, Attilio;Bergamin, Marco","The effect of a strength training program on affect, mood, anxiety, and strength performance in older individuals",International Journal of Sport Psychology,0047-0767(Print),,,"The purpose of this study was to evaluate the effect of a strength training program on anxiety, affect, and mood in a group of older adults (≥ 65 years) Twenty men and women participated in a 12-week strength training program Participants were randomized to an intervention and a waiting list control group Results showed a significant improvement in the intervention group's strength scores Trait anxiety showed a decline in both groups When mood profiles of participants were analyzed across the initial 12-week of the study, a dimension of mood called Vigor-Activity significantly decreased in the control group while the intervention group's scores did not change The affect data showed that negative affect decreased significantly in the intervention group following the training protocol This study indicates that 12 weeks of strength training results in significant muscle strength increases and moderate improvements of the overall psychological profile. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2012-01,53-66,,1,43,,,,,1/1/2012,
242,includedItem,journalArticle,2012,"Liu, Yu;Huo, Ran;Lai, Yi;Yao, Qiuli;Chen, Caiyun;Chen, Yan",[Community-based study on effects of Chinese Qigong-Baduanjin on depression symptoms and life quality of patients with type 2 diabetes mellitus] 健身气功·八段锦对社区2型糖尿病伴抑郁患者抑郁症状及生活质量的影响,[Chinese Journal of Sports Medicine] 中国运动医学杂志,1000-6710,10.3969/j.issn.1000-6710.2012.03.005,http://www.cqvip.com/qk/95262x/201203/41695905.html,"评价健身气功·八段锦对社区2型糖尿病(T2 DM)伴抑郁患者抑郁症状与生活质量的影响.方法:随机抽取北京市社区297例T2 DM患者,运用抑郁自评量表(SDS)筛查其中伴发抑郁症状者;再将69例T2 DM伴抑郁症状的患者随机分为八段锦组(n=33)和社区护理组(n=36).八段锦组在接受社区健康教育的基础上,规律练习健身气功·八段锦,每周练习3～5天,每次练习2遍,2遍之间休息2min,连同准备活动和整理运动,一次练习在40min左右,每周集中练习1次.社区护理组仅接受社区健康教育.研究周期均为12周.分别在干预前、干预第6周和第12周,应用自评抑郁量表(SDS)和2型糖尿病人生活质量量表(DMQLS)评价两组患者抑郁症状和生活质量,并抽取静脉血检测糖化血红蛋白(HbA1c).结果:八段锦组干预后第6周和第12周时SDS均值较干预前降低(P＜0.05),社区护理组干预前后差异无统计学意义(P＞0.05),八段锦组第12周SDS均值低于社区护理组(P＜0.05).八段锦组第12周DMQLS总分均值及心理维度、满意度维度均值低于社区护理组(P＜0.05).八段锦组第12周HbA1c均值低于社区护理组(P＜0.05).结论:长期规律练习健身气功·八段锦可有效改善T2 DM伴抑郁患者的抑郁症状,提高其生活质量,尤其是在心理维度和满意度维度方面,并可帮助患者稳定血糖水平.",2012-03,212-217,,3,31,,,zh,,3/1/2012,
243,includedItem,journalArticle,2012,"Maki, Yohko;Ura, Chiaki;Yamaguchi, Tomoharu;Murai, Tatsuhiko;Isahai, Mikie;Kaiho, Ayumi;Yamagami, Tetsuya;Tanaka, Satoshi;Miyamae, Fumiko;Sugiyama, Mika;Awata, Shuichi;Takahashi, Ryutaro;Yamaguchi, Haruyasu",Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Journal of the American Geriatrics Society,1532-5415,10.1111/j.1532-5415.2011.03838.x,http://agsjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1532-5415.2011.03838.x,"Objectives To evaluate the efficacy of a municipality-led walking program under the Japanese public Long-Term Care Insurance Act to prevent mental decline. Design Randomized controlled trial. Setting The city of Takasaki. Participants One hundred fifty community members aged 72.0 ± 4.0 were randomly divided into intervention (n = 75) and control (n = 75) groups. Intervention A walking program was conducted once a week for 90 minutes for 3 months. The program encouraged participants to walk on a regular basis and to increase their steps per day gradually. The intervention was conducted in small groups of approximately six, so combined benefits of exercise and social interaction were expected. Measurements Cognitive function was evaluated focusing on nine tests in five domains: memory, executive function, word fluency, visuospatial abilities, and sustained attention. Quality of life (QOL), depressive state, functional capacity, range of activities, and social network were assessed using questionnaires, and motor function was evaluated. Results Significant differences between the intervention and control groups were shown in word fluency related to frontal lobe function (F(1, 128) = 6.833, P = .01), QOL (F(1,128) = 9.751, P = .002), functional capacity including social interaction (F(1,128) = 13.055, P < .001), and motor function (Timed Up and Go Test: F(1,127) = 10.117, P = .002). No significant differences were observed in other cognitive tests. Conclusion Walking programs may provide benefits in some aspects of cognition, QOL, and functional capacity including social interaction in elderly community members. This study could serve as the basis for implementation of a community-based intervention to prevent mental decline.",2012-03,505-510,,3,60,,,en,,3/1/2012,
244,includedItem,journalArticle,2012,"Moghaddam, Jafar Barghi;Hefzollesan, Mehrdad;Salehian, Mir Hamid;Shirmohammadzadeh, Mohsen",Effect of different exercises on reducing male students depression,Annals of Biological Research,,,,"The purpose of this research was to study the effect of different exercises on reducing male students depression. 60 male students with high depressive from 5 geographic point of Tabriz (North, South, Central, East, West), were chosen randomly and divided into four groups (swimming, football, track and field and control). They were tested by Beck Depression questionnaire. Experimental groups were presented exercises for three months, each week two sessions (each session one hour and half). At the end of experiment second test was taken and the results were compared by t test. The results showed after three months of practicing swimming, track and field and football, there was a significant reduction in students depression rates between swimming, track and field and football groups with control group.",2012-03,1231-1235,,3,3,,,en,,3/1/2012,
245,includedItem,journalArticle,2012,"Field, Tiffany;Diego, Miguel;Hernandez-Reif, Maria;Medina, Lissette;Delgado, Jeannette;Hernandez, Andrea",Yoga and massage therapy reduce prenatal depression and prematurity,Journal of Bodywork and Movement Therapies,1360-8592,10.1016/j.jbmt.2011.08.002,http://www.sciencedirect.com/science/article/pii/S1360859211001409,"Eighty-four prenatally depressed women were randomly assigned to yoga, massage therapy or standard prenatal care control groups to determine the relative effects of yoga and massage therapy on prenatal depression and neonatal outcomes. Following 12 weeks of twice weekly yoga or massage therapy sessions (20 min each) both therapy groups versus the control group had a greater decrease on depression, anxiety and back and leg pain scales and a greater increase on a relationship scale. In addition, the yoga and massage therapy groups did not differ on neonatal outcomes including gestational age and birthweight, and those groups, in turn, had greater gestational age and birthweight than the control group.",4/1/2012,204-209,,2,16,,,en,,4/1/2012,
246,includedItem,journalArticle,2012,"Appelhans, Bradley M.;Whited, Matthew C.;Schneider, Kristin L.;Ma, Yunsheng;Oleski, Jessica L.;Merriam, Philip A.;Waring, Molly E.;Olendzki, Barbara C.;Mann, Devin M.;Ockene, Ira S.;Pagoto, Sherry L.","Depression severity, diet quality, and physical activity in women with obesity and depression",Journal of the Academy of Nutrition and Dietetics,22122672,10.1016/j.jand.2012.02.006,https://linkinghub.elsevier.com/retrieve/pii/S221226721200158X,,2012-05,693-698,,5,112,,,en,,5/1/2012,
247,includedItem,journalArticle,2012,"Chalder, Melanie;Wiles, Nicola J.;Campbell, John;Hollinghurst, Sandra P.;Haase, Anne M.;Taylor, Adrian H.;Fox, Kenneth R.;Costelloe, Ceire;Searle, Aidan;Baxter, Helen;Winder, Rachel;Wright, Christine;Turner, Katrina M.;Calnan, Michael;Lawlor, Deborah A.;Peters, Tim J.;Sharp, Deborah J.;Montgomery, Alan A.;Lewis, Glyn",Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,BMJ,1756-1833,10.1136/bmj.e2758,https://www-bmj-com.proxy2.library.illinois.edu/content/344/bmj.e2758,"Objective To investigate the effectiveness of facilitated physical activity as an adjunctive treatment for adults with depression presenting in primary care. Design Pragmatic, multicentre, two arm parallel randomised controlled trial. Setting General practices in Bristol and Exeter. Participants 361 adults aged 18-69 who had recently consulted their general practitioner with symptoms of depression. All those randomised had a diagnosis of an episode of depression as assessed by the clinical interview schedule-revised and a Beck depression inventory score of 14 or more. Interventions In addition to usual care, intervention participants were offered up to three face to face sessions and 10 telephone calls with a trained physical activity facilitator over eight months. The intervention was based on theory and aimed to provide individually tailored support and encouragement to engage in physical activity. Main outcome measures The primary outcome was self reported symptoms of depression, assessed with the Beck depression inventory at four months post-randomisation. Secondary outcomes included use of antidepressants and physical activity at the four, eight, and 12 month follow-up points, and symptoms of depression at eight and 12 month follow-up. Results There was no evidence that participants offered the physical activity intervention reported improvement in mood by the four month follow-up point compared with those in the usual care group; adjusted between group difference in mean Beck depression inventory score −0.54 (95% confidence interval −3.06 to 1.99; P=0.68). Similarly, there was no evidence that the intervention group reported a change in mood by the eight and 12 month follow-up points. Nor was there evidence that the intervention reduced antidepressant use compared with usual care (adjusted odds ratio 0.63, 95% confidence interval 0.19 to 2.06; P=0.44) over the duration of the trial. However, participants allocated to the intervention group reported more physical activity during the follow-up period than those allocated to the usual care group (adjusted odds ratio 2.27, 95% confidence interval 1.32 to 3.89; P=0.003). Conclusions The addition of a facilitated physical activity intervention to usual care did not improve depression outcome or reduce use of antidepressants compared with usual care alone. Trial registration Current Controlled Trials ISRCTN16900744.",6/6/2012,e2758,,,344,,,en,,6/6/2012,
248,includedItem,journalArticle,2012,"Azevedo Da Silva, Marine;Singh-Manoux, Archana;Brunner, Eric J.;Kaffashian, Sara;Shipley, Martin J.;Kivimäki, Mika;Nabi, Hermann",Bidirectional association between physical activity and symptoms of anxiety and depression: the Whitehall II study,European Journal of Epidemiology,1573-7284,10.1007/s10654-012-9692-8,https://doi.org/10.1007/s10654-012-9692-8,"Although it has been hypothesized that the association of physical activity with depressive and anxiety symptoms is bidirectional, few studies have examined this issue in a prospective setting. We studied this bidirectional association using data on physical activity and symptoms of anxiety and depression at three points in time over 8 years. A total of 9,309 participants of the British Whitehall II prospective cohort study provided data on physical activity, anxiety and depression symptoms and 10 covariates at baseline in 1985. We analysed the associations of physical activity with anxiety and/or depression symptoms using multinomial logistic regression (with anxiety and depression symptoms as dependent variables) and binary logistic regression (with physical activity as the dependent variable). There was a cross-sectional inverse association between physical activity and anxiety and/or depressive symptoms at baseline (ORs between 0.63 and 0.72). In cumulative analyses, regular physical activity across all three data waves, but not irregular physical activity, was associated with reduced likelihood of depressive symptoms at follow-up (OR = 0.71, 95 % CI 0.54, 0.99). In a converse analysis, participants with anxiety and depression symptoms at baseline had higher odds of not meeting the recommended levels of physical activity at follow-up (OR = 1.79, 95 % CI 1.17, 2.74). This was also the case in individuals with anxiety and/or depression symptoms at both baseline and follow-up (OR = 1.70, 95 % CI 1.10, 2.63). The association between physical activity and symptoms of anxiety and/or depression appears to be bidirectional.",7/1/2012,537-546,,7,27,,,en,,7/1/2012,
249,includedItem,journalArticle,2012,"Vancampfort, D.;Vansteelandt, K.;Scheewe, T.;Probst, M.;Knapen, J.;De Herdt, A.;De Hert, M.",Yoga in schizophrenia: a systematic review of randomised controlled trials,Acta Psychiatrica Scandinavica,1600-0447,10.1111/j.1600-0447.2012.01865.x,,"OBJECTIVE: The objective of this systematic review was to assess the effectiveness of yoga as a complementary treatment on general psychopathology, positive and negative symptoms and health-related quality of life (HRQL) for people with schizophrenia. METHOD: Randomised controlled trials (RCTs) were considered whether they investigated a yoga intervention in patients with schizophrenia. The selection of studies, data extraction and quality assessment were performed independently by two reviewers. RESULTS: Only three RCTs met the inclusion criteria. Lower Positive and Negative Syndrome Scale (PANSS) total scores and subscale scores for positive and negative symptoms were obtained after yoga compared with exercise or waiting list control conditions. In the same way, the physical, psychological, social and environmental HRQL as measured with the abbreviated version of the World Health Organization Quality of Life questionnaire (WHOQOL-BREF) increased more significantly after yoga than after exercise or waiting list control conditions. None of the RCTS encountered adverse events. Dose-response relationships could, however, not be determined. CONCLUSION: Although the number of RCTs included in this review was limited, results indicated that yoga therapy can be an useful add-on treatment to reduce general psychopathology and positive and negative symptoms. In the same way, HRQL improved in those antipsychotic-stabilised patients with schizophrenia following yoga.",2012-07,20-Dec,,1,126,,,en,,7/1/2012,
250,includedItem,journalArticle,2012,"Blumenthal, James A.;Babyak, Michael A.;O'Connor, Christopher;Keteyian, Steven;Landzberg, Joel;Howlett, Jonathan;Kraus, William;Gottlieb, Stephen;Blackburn, Gordon;Swank, Ann;Whellan, David J.",Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,JAMA: Journal of the American Medical Association,987484,10.1001/jama.2012.8720,http://www.library.illinois.edu/proxy/go.php?url=http://search.ebscohost.com/login.aspx?direct=true&db=edb&AN=78216267&site=eds-live&scope=site,"The article provides information on the HF-ACTION randomized clinical trial which was designed to evaluate whether exercise training will result in greater improvements in depressive symptoms compared with usual care among patients with heart failure. The patients who participated in the study had a left ventricular ejection fraction of 35 percent or lower, and had New York Heart Association class I to IV heart failure. The patients were randomized to aerobic exercise compared with usual care with no exercise prescription. The results showed that 789 or 68 percent of the patients died or were hospitalized in the usual care group compared with 759 or 66 percent in the aerobic exercise group.",8/1/2012,465-474,,5,308,,,,,8/1/2012,
