ID,Title,author_given_name,author_surname,author_id,
223,[Rehabilitation effects of walking and Baduanjin to the perimenopausal syndrome with depression] 步行与八段锦对围绝经期综合征伴抑郁症状的康复效果,Yaning,Zhao,90,Yaning Zhao
224,Moderate exercise improves depression parameters in treatment-resistant patients with major depressive disorder,Jorge,Mota-Pereira,37000008900,Jorge Mota-Pereira
224,Moderate exercise improves depression parameters in treatment-resistant patients with major depressive disorder,Jorge,Silverio,6701778143,Jorge Silverio
224,Moderate exercise improves depression parameters in treatment-resistant patients with major depressive disorder,Serafim,Carvalho,42760949200,Serafim Carvalho
224,Moderate exercise improves depression parameters in treatment-resistant patients with major depressive disorder,Jose Carlos,Ribeiro,7201677811,Jose Carlos Ribeiro
224,Moderate exercise improves depression parameters in treatment-resistant patients with major depressive disorder,Daniela,Fonte,49561303500,Daniela Fonte
224,Moderate exercise improves depression parameters in treatment-resistant patients with major depressive disorder,Joaquim,Ramos,35337630100,Joaquim Ramos
225,The impact of resistance exercise training on the mental health of older Puerto Rican adults with type 2 diabetes,Alisa K.,Lincoln,56240973800,Alisa K. Lincoln
225,The impact of resistance exercise training on the mental health of older Puerto Rican adults with type 2 diabetes,Amy,Shepherd,53264918300,Amy Shepherd
225,The impact of resistance exercise training on the mental health of older Puerto Rican adults with type 2 diabetes,Peggy L.,Johnson,24080059200,Peggy L. Johnson
225,The impact of resistance exercise training on the mental health of older Puerto Rican adults with type 2 diabetes,Carmen,Castaneda-Sceppa,8742197200,Carmen Castaneda-Sceppa
226,"Effects of strength and aerobic-based training on functional fitness, mood and the relationship between fatness and mood in older adults",R. A.,Martins,55664310300,R. A. Martins
226,"Effects of strength and aerobic-based training on functional fitness, mood and the relationship between fatness and mood in older adults",M. J.,Coelho E Silva,55937243500,M. J. Coelho E Silva
226,"Effects of strength and aerobic-based training on functional fitness, mood and the relationship between fatness and mood in older adults",D. M.,Pindus,54789969900,D. M. Pindus
226,"Effects of strength and aerobic-based training on functional fitness, mood and the relationship between fatness and mood in older adults",S. P.,Cumming,7004353592,S. P. Cumming
226,"Effects of strength and aerobic-based training on functional fitness, mood and the relationship between fatness and mood in older adults",A. M.,Teixeira,56559328400,A. M. Teixeira
226,"Effects of strength and aerobic-based training on functional fitness, mood and the relationship between fatness and mood in older adults",M. T.,Veríssimo,8784703500,M. T. Veríssimo
227,[Effect of Baduanjin intervention on depression in women with perimenopausal syndrome and depression] 八段锦用于改善妇女围绝经期综合征及抑郁症状的效果观察,Huilan,Zhou,44,Huilan Zhou
227,[Effect of Baduanjin intervention on depression in women with perimenopausal syndrome and depression] 八段锦用于改善妇女围绝经期综合征及抑郁症状的效果观察,Changxiang,Chen,53864637600,Changxiang Chen
227,[Effect of Baduanjin intervention on depression in women with perimenopausal syndrome and depression] 八段锦用于改善妇女围绝经期综合征及抑郁症状的效果观察,Suhui,Ma,49863886900,Suhui Ma
228,The efficacy of intermittent walking in water on the rate of MHPG sulfate and the severity of depression,Valiollah Dabidy,Roshan,37097970700,Valiollah Dabidy Roshan
228,The efficacy of intermittent walking in water on the rate of MHPG sulfate and the severity of depression,Mehdi,Pourasghar,36188616800,Mehdi Pourasghar
228,The efficacy of intermittent walking in water on the rate of MHPG sulfate and the severity of depression,Zeinab,Mohammadian,54894546600,Zeinab Mohammadian
229,Complementary use of Tai Chi Chih augments escitalopram treatment of geriatric depression: A randomized controlled trial,Helen,Lavretsky,7004037083,Helen Lavretsky
229,Complementary use of Tai Chi Chih augments escitalopram treatment of geriatric depression: A randomized controlled trial,Lily L.,Alstein,36997117600,Lily L. Alstein
229,Complementary use of Tai Chi Chih augments escitalopram treatment of geriatric depression: A randomized controlled trial,Richard E.,Olmstead,7005185584,Richard E. Olmstead
229,Complementary use of Tai Chi Chih augments escitalopram treatment of geriatric depression: A randomized controlled trial,Linda M.,Ercoli,7007140927,Linda M. Ercoli
229,Complementary use of Tai Chi Chih augments escitalopram treatment of geriatric depression: A randomized controlled trial,Marquertie,Riparetti-Brown,36997423700,Marquertie Riparetti-Brown
229,Complementary use of Tai Chi Chih augments escitalopram treatment of geriatric depression: A randomized controlled trial,Natalie St,Cyr,53363371800,Natalie St Cyr
229,Complementary use of Tai Chi Chih augments escitalopram treatment of geriatric depression: A randomized controlled trial,Michael R.,Irwin,7202411924,Michael R. Irwin
230,A spirituality teaching program for depression: a randomized controlled trial,Badri,Rickhi,6505830834,Badri Rickhi
230,A spirituality teaching program for depression: a randomized controlled trial,Sabine,Moritz,7005488968,Sabine Moritz
230,A spirituality teaching program for depression: a randomized controlled trial,Robin,Reesal,6603060429,Robin Reesal
230,A spirituality teaching program for depression: a randomized controlled trial,Tracy Jing,Xu,48663289700,Tracy Jing Xu
230,A spirituality teaching program for depression: a randomized controlled trial,Patti,Paccagnan,54397506400,Patti Paccagnan
230,A spirituality teaching program for depression: a randomized controlled trial,Barbara,Urbanska,57199536039,Barbara Urbanska
230,A spirituality teaching program for depression: a randomized controlled trial,Ming Fu,Liu,55906881300,Ming Fu Liu
230,A spirituality teaching program for depression: a randomized controlled trial,Helen,Ewing,37015409100,Helen Ewing
230,A spirituality teaching program for depression: a randomized controlled trial,John,Toews,7003372910,John Toews
230,A spirituality teaching program for depression: a randomized controlled trial,James,Gordon,57213440047,James Gordon
230,A spirituality teaching program for depression: a randomized controlled trial,Hude,Quan,7102834870,Hude Quan
231,Exercise and severe depression: Preliminary results of an add-on study,F. B.,Schuch,14016488400,F. B. Schuch
231,Exercise and severe depression: Preliminary results of an add-on study,M. P.,Vasconcelos-Moreno,37561949500,M. P. Vasconcelos-Moreno
231,Exercise and severe depression: Preliminary results of an add-on study,C.,Borowsky,56019762000,C. Borowsky
231,Exercise and severe depression: Preliminary results of an add-on study,M. P.,Fleck,7004523568,M. P. Fleck
232,Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Marisa S.P.,Toups,53164951800,Marisa S.P. Toups
232,Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Tracy L.,Greer,10440188500,Tracy L. Greer
232,Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Benji T.,Kurian,16744407200,Benji T. Kurian
232,Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Bruce D.,Grannemann,6603397458,Bruce D. Grannemann
232,Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Thomas J.,Carmody,7004926839,Thomas J. Carmody
232,Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Ryan,Huebinger,6506485825,Ryan Huebinger
232,Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Chad,Rethorst,25223786500,Chad Rethorst
232,Effects of serum brain derived neurotrophic factor on exercise augmentation treatment of depression,Madhukar H.,Trivedi,7103153350,Madhukar H. Trivedi
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,Michel,Lucas,15846042600,Michel Lucas
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,Rania,Mekary,26635679700,Rania Mekary
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,An,Pan,56108327800,An Pan
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,Fariba,Mirzaei,12770760700,Fariba Mirzaei
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,Éilis J.,O'Reilly,7006356584,Éilis J. O'Reilly
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,Walter C.,Willett,56803239300,Walter C. Willett
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,Karestan,Koenen,6603757100,Karestan Koenen
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,Olivia I.,Okereke,8613630300,Olivia I. Okereke
233,Relation between clinical depression risk and physical activity and time spent watching television in older women: a 10-year prospective follow-up study,Alberto,Ascherio,7004443355,Alberto Ascherio
234,Increases in muscle strength and balance using a resistance training program administered via a telecommunications system in older adults,David,Sparrow,56744332400,David Sparrow
234,Increases in muscle strength and balance using a resistance training program administered via a telecommunications system in older adults,Daniel J.,Gottlieb,57205909881,Daniel J. Gottlieb
234,Increases in muscle strength and balance using a resistance training program administered via a telecommunications system in older adults,Deborah,Demolles,6507689832,Deborah Demolles
234,Increases in muscle strength and balance using a resistance training program administered via a telecommunications system in older adults,Roger A.,Fielding,7102200486,Roger A. Fielding
235,Physical exercise in adults and mental health status: Findings from the Netherlands Mental Health Survey and Incidence Study (NEMESIS),Margreet,Ten Have,6603667511,Margreet Ten Have
235,Physical exercise in adults and mental health status: Findings from the Netherlands Mental Health Survey and Incidence Study (NEMESIS),Ron,de Graaf,7006177458,Ron de Graaf
235,Physical exercise in adults and mental health status: Findings from the Netherlands Mental Health Survey and Incidence Study (NEMESIS),Karin,Monshouwer,55962067300,Karin Monshouwer
236,Effects of short-term exercise training on signs and symptoms of generalized anxiety disorder,Matthew P.,Herring,27067659600,Matthew P. Herring
236,Effects of short-term exercise training on signs and symptoms of generalized anxiety disorder,Marni L.,Jacob,16316171000,Marni L. Jacob
236,Effects of short-term exercise training on signs and symptoms of generalized anxiety disorder,Cynthia,Suveg,6506749276,Cynthia Suveg
236,Effects of short-term exercise training on signs and symptoms of generalized anxiety disorder,Patrick J.,O'Connor,35240603700,Patrick J. O'Connor
237,A study and comparison of the effect of team sports (soccer and volleyball) and individual sports (table tennis and badminton) on depression among high school students,Majid,Mohammadi,54939954700,Majid Mohammadi
238,Effects of selected aerobic exercises on the depression and concentrations of plasma serotonin in the depressed female students aged 18 to 25,Ahmad,Hemat-Far,55236496100,Ahmad Hemat-Far
238,Effects of selected aerobic exercises on the depression and concentrations of plasma serotonin in the depressed female students aged 18 to 25,Ahmad,Shahsavari,55236894900,Ahmad Shahsavari
238,Effects of selected aerobic exercises on the depression and concentrations of plasma serotonin in the depressed female students aged 18 to 25,Sayed Roholla,Mousavi,51663755100,Sayed Roholla Mousavi
239,Evaluation of the mental health benefits of yoga in a secondary school: a preliminary randomized controlled trial,Sat Bir S.,Khalsa,7004760420,Sat Bir S. Khalsa
239,Evaluation of the mental health benefits of yoga in a secondary school: a preliminary randomized controlled trial,Lynn,Hickey-Schultz,38861693900,Lynn Hickey-Schultz
239,Evaluation of the mental health benefits of yoga in a secondary school: a preliminary randomized controlled trial,Deborah,Cohen,57213503093,Deborah Cohen
239,Evaluation of the mental health benefits of yoga in a secondary school: a preliminary randomized controlled trial,Naomi,Steiner,38862854800,Naomi Steiner
239,Evaluation of the mental health benefits of yoga in a secondary school: a preliminary randomized controlled trial,Stephen,Cope,24173006000,Stephen Cope
240,Psychological effects of Yi Ren Medical Qigong and progressive resistance training in adults with type 2 diabetes mellitus: a randomized controlled pilot study,Amy L.,Putiri,35307834100,Amy L. Putiri
240,Psychological effects of Yi Ren Medical Qigong and progressive resistance training in adults with type 2 diabetes mellitus: a randomized controlled pilot study,Jennifer C.,Lovejoy,7006718584,Jennifer C. Lovejoy
240,Psychological effects of Yi Ren Medical Qigong and progressive resistance training in adults with type 2 diabetes mellitus: a randomized controlled pilot study,Sara,Gillham,35483866800,Sara Gillham
240,Psychological effects of Yi Ren Medical Qigong and progressive resistance training in adults with type 2 diabetes mellitus: a randomized controlled pilot study,Masa,Sasagawa,15766080500,Masa Sasagawa
240,Psychological effects of Yi Ren Medical Qigong and progressive resistance training in adults with type 2 diabetes mellitus: a randomized controlled pilot study,Ryan,Bradley,16021401600,Ryan Bradley
240,Psychological effects of Yi Ren Medical Qigong and progressive resistance training in adults with type 2 diabetes mellitus: a randomized controlled pilot study,Guan Cheng,Sun,25640020400,Guan Cheng Sun
241,"The effect of a strength training program on affect, mood, anxiety, and strength performance in older individuals",Silvano,Zanuso,25523095100,Silvano Zanuso
241,"The effect of a strength training program on affect, mood, anxiety, and strength performance in older individuals",John C.,Sieverdes,35769746500,John C. Sieverdes
241,"The effect of a strength training program on affect, mood, anxiety, and strength performance in older individuals",Nicholas,Smith,55613241142,Nicholas Smith
241,"The effect of a strength training program on affect, mood, anxiety, and strength performance in older individuals",Attilio,Carraro,8523402200,Attilio Carraro
241,"The effect of a strength training program on affect, mood, anxiety, and strength performance in older individuals",Marco,Bergamin,35331605300,Marco Bergamin
242,[Community-based study on effects of Chinese Qigong-Baduanjin on depression symptoms and life quality of patients with type 2 diabetes mellitus] 健身气功·八段锦对社区2型糖尿病伴抑郁患者抑郁症状及生活质量的影响,Yu,Liu,13,Yu Liu
242,[Community-based study on effects of Chinese Qigong-Baduanjin on depression symptoms and life quality of patients with type 2 diabetes mellitus] 健身气功·八段锦对社区2型糖尿病伴抑郁患者抑郁症状及生活质量的影响,Ran,Huo,14,Ran Huo
242,[Community-based study on effects of Chinese Qigong-Baduanjin on depression symptoms and life quality of patients with type 2 diabetes mellitus] 健身气功·八段锦对社区2型糖尿病伴抑郁患者抑郁症状及生活质量的影响,Yi,Lai,15,Yi Lai
242,[Community-based study on effects of Chinese Qigong-Baduanjin on depression symptoms and life quality of patients with type 2 diabetes mellitus] 健身气功·八段锦对社区2型糖尿病伴抑郁患者抑郁症状及生活质量的影响,Qiuli,Yao,16,Qiuli Yao
242,[Community-based study on effects of Chinese Qigong-Baduanjin on depression symptoms and life quality of patients with type 2 diabetes mellitus] 健身气功·八段锦对社区2型糖尿病伴抑郁患者抑郁症状及生活质量的影响,Caiyun,Chen,17,Caiyun Chen
242,[Community-based study on effects of Chinese Qigong-Baduanjin on depression symptoms and life quality of patients with type 2 diabetes mellitus] 健身气功·八段锦对社区2型糖尿病伴抑郁患者抑郁症状及生活质量的影响,Yan,Chen,20,Yan Chen
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Yohko,Maki,36193880600,Yohko Maki
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Chiaki,Ura,7801372607,Chiaki Ura
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Tomoharu,Yamaguchi,54685405700,Tomoharu Yamaguchi
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Tatsuhiko,Murai,54924585200,Tatsuhiko Murai
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Mikie,Isahai,54924318600,Mikie Isahai
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Ayumi,Kaiho,54922694200,Ayumi Kaiho
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Tetsuya,Yamagami,16445186300,Tetsuya Yamagami
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Satoshi,Tanaka,55492307700,Satoshi Tanaka
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Fumiko,Miyamae,54924356100,Fumiko Miyamae
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Mika,Sugiyama,54925634300,Mika Sugiyama
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Shuichi,Awata,7003636771,Shuichi Awata
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Ryutaro,Takahashi,56478082500,Ryutaro Takahashi
243,Effects of intervention using a community-based walking program for prevention of mental decline: a randomized controlled trial,Haruyasu,Yamaguchi,7404273451,Haruyasu Yamaguchi
244,Effect of different exercises on reducing male students depression,Jafar Barghi,Moghaddam,140,Jafar Barghi Moghaddam
244,Effect of different exercises on reducing male students depression,Mehrdad,Hefzollesan,141,Mehrdad Hefzollesan
244,Effect of different exercises on reducing male students depression,Mir Hamid,Salehian,142,Mir Hamid Salehian
244,Effect of different exercises on reducing male students depression,Mohsen,Shirmohammadzadeh,143,Mohsen Shirmohammadzadeh
245,Yoga and massage therapy reduce prenatal depression and prematurity,Tiffany,Field,19134045200,Tiffany Field
245,Yoga and massage therapy reduce prenatal depression and prematurity,Miguel,Diego,7006441240,Miguel Diego
245,Yoga and massage therapy reduce prenatal depression and prematurity,Maria,Hernandez-Reif,7003815544,Maria Hernandez-Reif
245,Yoga and massage therapy reduce prenatal depression and prematurity,Lissette,Medina,51565710600,Lissette Medina
245,Yoga and massage therapy reduce prenatal depression and prematurity,Jeannette,Delgado,36082368500,Jeannette Delgado
245,Yoga and massage therapy reduce prenatal depression and prematurity,Andrea,Hernandez,55437101600,Andrea Hernandez
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Bradley M.,Appelhans,8653038300,Bradley M. Appelhans
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Matthew C.,Whited,26027326800,Matthew C. Whited
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Kristin L.,Schneider,7402471135,Kristin L. Schneider
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Yunsheng,Ma,11640661600,Yunsheng Ma
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Jessica L.,Oleski,25221741100,Jessica L. Oleski
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Philip A.,Merriam,57201126256,Philip A. Merriam
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Molly E.,Waring,23991691800,Molly E. Waring
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Barbara C.,Olendzki,57197802801,Barbara C. Olendzki
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Devin M.,Mann,7402056653,Devin M. Mann
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Ira S.,Ockene,7006437214,Ira S. Ockene
246,"Depression severity, diet quality, and physical activity in women with obesity and depression",Sherry L.,Pagoto,12769147900,Sherry L. Pagoto
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Melanie,Chalder,16232184700,Melanie Chalder
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Nicola J.,Wiles,6602536089,Nicola J. Wiles
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,John,Campbell,55080933900,John Campbell
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Sandra P.,Hollinghurst,14028415700,Sandra P. Hollinghurst
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Anne M.,Haase,7102326291,Anne M. Haase
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Adrian H.,Taylor,35586601000,Adrian H. Taylor
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Kenneth R.,Fox,24539320200,Kenneth R. Fox
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Ceire,Costelloe,24780732400,Ceire Costelloe
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Aidan,Searle,7006049399,Aidan Searle
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Helen,Baxter,57208255541,Helen Baxter
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Rachel,Winder,18438689500,Rachel Winder
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Christine,Wright,57197137092,Christine Wright
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Katrina M.,Turner,7201493723,Katrina M. Turner
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Michael,Calnan,55150191800,Michael Calnan
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Deborah A.,Lawlor,7102452820,Deborah A. Lawlor
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Tim J.,Peters,57211284405,Tim J. Peters
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Deborah J.,Sharp,7202297218,Deborah J. Sharp
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Alan A.,Montgomery,7101801762,Alan A. Montgomery
247,Facilitated physical activity as a treatment for depressed adults: randomised controlled trial,Glyn,Lewis,7402636617,Glyn Lewis
248,Bidirectional association between physical activity and symptoms of anxiety and depression: the Whitehall II study,Marine Azevedo,Da Silva,56004383100,Marine Azevedo Da Silva
248,Bidirectional association between physical activity and symptoms of anxiety and depression: the Whitehall II study,Archana,Singh-Manoux,9734197200,Archana Singh-Manoux
248,Bidirectional association between physical activity and symptoms of anxiety and depression: the Whitehall II study,Eric J.,Brunner,24576354300,Eric J. Brunner
248,Bidirectional association between physical activity and symptoms of anxiety and depression: the Whitehall II study,Sara,Kaffashian,57204908958,Sara Kaffashian
248,Bidirectional association between physical activity and symptoms of anxiety and depression: the Whitehall II study,Martin J.,Shipley,7103265845,Martin J. Shipley
248,Bidirectional association between physical activity and symptoms of anxiety and depression: the Whitehall II study,Mika,Kivimäki,7004391239,Mika Kivimäki
248,Bidirectional association between physical activity and symptoms of anxiety and depression: the Whitehall II study,Hermann,Nabi,8357311700,Hermann Nabi
249,Yoga in schizophrenia: a systematic review of randomised controlled trials,D.,Vancampfort,26326634000,D. Vancampfort
249,Yoga in schizophrenia: a systematic review of randomised controlled trials,K.,Vansteelandt,6602354093,K. Vansteelandt
249,Yoga in schizophrenia: a systematic review of randomised controlled trials,T.,Scheewe,37078026500,T. Scheewe
249,Yoga in schizophrenia: a systematic review of randomised controlled trials,M.,Probst,7102075562,M. Probst
249,Yoga in schizophrenia: a systematic review of randomised controlled trials,J.,Knapen,7005317107,J. Knapen
249,Yoga in schizophrenia: a systematic review of randomised controlled trials,A.,De Herdt,54889783900,A. De Herdt
249,Yoga in schizophrenia: a systematic review of randomised controlled trials,M.,De Hert,7004425915,M. De Hert
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,James A.,Blumenthal,24382350300,James A. Blumenthal
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,Michael A.,Babyak,7004498523,Michael A. Babyak
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,Christopher,O'Connor,35371777500,Christopher O'Connor
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,Steven,Keteyian,7003395380,Steven Keteyian
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,Joel,Landzberg,6603654515,Joel Landzberg
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,Jonathan,Howlett,35402334100,Jonathan Howlett
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,William,Kraus,7103319252,William Kraus
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,Stephen,Gottlieb,7201685476,Stephen Gottlieb
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,Gordon,Blackburn,7201722705,Gordon Blackburn
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,Ann,Swank,7003694098,Ann Swank
250,Effects of exercise training on depressive symptoms in patients with chronic heart failure: the HF-ACTION randomized trial,David J.,Whellan,6701615014,David J. Whellan
251,Effect of exercise therapy on anxiety and depression in the patients with diabetes mellitus,Ji,Xd,144,Ji Xd
251,Effect of exercise therapy on anxiety and depression in the patients with diabetes mellitus,Q. S.,Wang,145,Q. S. Wang
251,Effect of exercise therapy on anxiety and depression in the patients with diabetes mellitus,C. X. ,Wang,191,C. X.  Wang
252,Benefits of exercise maintenance after traumatic brain injury,Elizabeth K.,Wise,36457380800,Elizabeth K. Wise
252,Benefits of exercise maintenance after traumatic brain injury,Jeanne M.,Hoffman,7402611447,Jeanne M. Hoffman
252,Benefits of exercise maintenance after traumatic brain injury,Janet M.,Powell,35373858600,Janet M. Powell
252,Benefits of exercise maintenance after traumatic brain injury,Charles H.,Bombardier,35381812400,Charles H. Bombardier
252,Benefits of exercise maintenance after traumatic brain injury,Kathleen R.,Bell,7401917213,Kathleen R. Bell
253,Both physical activity and food intake are associated with metabolic risks in patients with schizophrenia,Jijun,Wang,55878864800,Jijun Wang
253,Both physical activity and food intake are associated with metabolic risks in patients with schizophrenia,Xiaoduo,Fan,14065940800,Xiaoduo Fan
253,Both physical activity and food intake are associated with metabolic risks in patients with schizophrenia,Dengtang,Liu,36193788300,Dengtang Liu
253,Both physical activity and food intake are associated with metabolic risks in patients with schizophrenia,Zhenghui,Yi,22939242100,Zhenghui Yi
253,Both physical activity and food intake are associated with metabolic risks in patients with schizophrenia,Oliver,Freudenreich,56220521300,Oliver Freudenreich
253,Both physical activity and food intake are associated with metabolic risks in patients with schizophrenia,Donald,Goff,7102035910,Donald Goff
253,Both physical activity and food intake are associated with metabolic risks in patients with schizophrenia,David C.,Henderson,57203518562,David C. Henderson
254,A 9-week randomized trial comparing a chronotherapeutic intervention (wake and light therapy) to exercise in major depressive disorder patients treated with duloxetine,Klaus,Martiny,56023957400,Klaus Martiny
254,A 9-week randomized trial comparing a chronotherapeutic intervention (wake and light therapy) to exercise in major depressive disorder patients treated with duloxetine,Else,Refsgaard,55362303900,Else Refsgaard
254,A 9-week randomized trial comparing a chronotherapeutic intervention (wake and light therapy) to exercise in major depressive disorder patients treated with duloxetine,Vibeke,Lund,53875002100,Vibeke Lund
254,A 9-week randomized trial comparing a chronotherapeutic intervention (wake and light therapy) to exercise in major depressive disorder patients treated with duloxetine,Marianne,Lunde,7003393363,Marianne Lunde
254,A 9-week randomized trial comparing a chronotherapeutic intervention (wake and light therapy) to exercise in major depressive disorder patients treated with duloxetine,Lene,Sørensen,57196781465,Lene Sørensen
254,A 9-week randomized trial comparing a chronotherapeutic intervention (wake and light therapy) to exercise in major depressive disorder patients treated with duloxetine,Britta,Thougaard,55362616400,Britta Thougaard
254,A 9-week randomized trial comparing a chronotherapeutic intervention (wake and light therapy) to exercise in major depressive disorder patients treated with duloxetine,Lone,Lindberg,16022269200,Lone Lindberg
254,A 9-week randomized trial comparing a chronotherapeutic intervention (wake and light therapy) to exercise in major depressive disorder patients treated with duloxetine,Per,Bech,35228434200,Per Bech
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,James A.,Blumenthal,24382350300,James A. Blumenthal
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,Andrew,Sherwood,7102660777,Andrew Sherwood
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,Michael A.,Babyak,7004498523,Michael A. Babyak
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,Lana L.,Watkins,35365490300,Lana L. Watkins
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,Patrick J.,Smith,7406994141,Patrick J. Smith
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,Benson M.,Hoffman,12791431400,Benson M. Hoffman
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,C. Virginia F.,O'Hayer,37064918800,C. Virginia F. O'Hayer
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,Stephanie,Mabe,25027911700,Stephanie Mabe
255,Exercise and pharmacological treatment of depressive symptoms in patients with coronary heart disease: results from the UPBEAT (Understanding the Prognostic Benefits of Exercise and Antidepressant Therapy) study,Julie,Johnson,57203758572,Julie Johnson
